Experiment_Number,Experiment_Start,Experiment_End,Profile_name,Treatment,Incubator,Species,Well,Frond_count,Initial_weight,Final_weight,Program_mean,Obs_mean,Program_sd,Obs_sd,Gaps,Gap_size,Remarks
16,25-Sep-24,5-Oct-24,summer-all-day,allday,2,LP,8,9,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-all-day,allday,2,LP,9,11,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-all-day,allday,2,LP,10,11,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-all-day,allday,2,LP,11,10,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-all-day,allday,2,LP,12,8,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,1,19,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,2,14,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,3,15,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,4,16,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,5,22,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,6,16,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,7,15,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,8,19,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,9,11,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,10,15,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,11,17,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LM,12,15,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,1,17,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,2,11,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,3,12,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,4,13,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,5,13,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,6,12,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,7,18,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,8,15,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,9,11,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,10,11,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,11,11,,,,,,,,,
16,25-Sep-24,5-Oct-24,summer-random,random,3,LP,12,14,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,1,14,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,2,15,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,3,16,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,4,2,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,5,18,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,6,16,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,7,17,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,8,15,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,9,16,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,10,16,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,11,18,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LM,12,18,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,1,9,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,2,7,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,3,16,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,4,14,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,5,13,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,6,10,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,7,10,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,8,11,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,9,2,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,10,5,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,11,11,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-random,random,3,LP,12,11,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,1,15,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,2,19,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,3,14,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,4,12,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,5,15,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,6,10,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,7,12,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,8,14,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,9,16,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,10,12,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,11,12,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LM,12,16,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,1,14,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,2,9,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,3,13,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,4,15,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,5,14,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,6,15,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,7,9,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,8,8,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,9,13,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,10,10,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,11,14,,,,,,,,,
17,7-Oct-24,17-Oct-24,summer-all-day,allday,4,LP,12,15,,,,,,,,,
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,1,26,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,2,29,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,3,24,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,4,24,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,5,25,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,6,22,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,7,27,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,8,17,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,9,31,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,10,19,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,11,24,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LM,12,29,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,1,17,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,2,17,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,3,14,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,4,12,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,5,17,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,6,21,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,7,17,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,8,21,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,9,16,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,10,18,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,11,14,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-random,random,4,LP,12,20,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,1,21,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,2,20,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,3,16,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,4,20,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,5,21,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,6,22,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,7,19,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,8,19,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,9,25,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,10,16,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,11,18,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LM,12,15,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,1,17,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,2,14,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,3,15,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,4,13,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,5,12,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,6,15,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,7,14,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,8,9,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,9,12,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,10,12,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,11,24,,,,,,,y,,"power outage over weekend, not using this replicate"
18,21-Oct-24,31-Oct-24,summer-all-day,allday,6,LP,12,13,,,,,,,y,,"power outage over weekend, not using this replicate"
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,1,17,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,2,13,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,3,15,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,4,18,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,5,18,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,6,19,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,7,13,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,8,15,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,9,19,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,10,9,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,11,20,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LM,12,13,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,1,12,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,2,9,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,3,12,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,4,13,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,5,10,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,6,9,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,7,15,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,8,11,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,9,13,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,10,2,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,11,11,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-random,random,3,LP,12,14,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,1,14,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,2,12,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,3,14,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,4,13,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,5,12,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,6,9,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,7,12,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,8,12,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,9,15,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,10,13,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,11,9,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LM,12,12,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,1,10,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,2,9,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,3,14,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,4,12,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,5,14,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,6,15,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,7,8,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,8,8,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,9,9,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,10,14,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,11,9,,,,,,,,,
19,1-Nov-24,11-Nov-24,summer-all-day,allday,4,LP,12,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,1,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,2,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,3,9,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,4,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,5,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,6,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,7,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,8,13,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,9,13,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,10,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,11,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LM,12,13,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,1,7,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,2,14,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,3,8,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,4,11,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,5,11,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,6,8,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,7,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,8,10,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,9,8,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,10,8,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,11,8,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-all-day,allday,3,LP,12,5,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,1,24,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,2,22,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,3,21,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,4,20,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,5,21,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,6,26,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,7,25,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,8,21,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,9,26,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,10,25,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,11,24,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LM,12,26,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,1,13,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,2,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,3,17,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,4,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,5,9,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,6,20,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,7,10,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,8,14,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,9,12,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,10,9,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,11,16,,,,,,,,,
20,11-Nov-24,21-Nov-24,summer-random,random,6,LP,12,17,,,,,,,,,
